terrai_nome;etnia_nome;municipio_nome;uf_sigla;superficie_perimetro_ha;fase_ti;modalidade_ti;reestudo_ti;faixa_fronteira;NU_ANO_CENSO;NO_REGIAO;SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_CATEGORIA;Total -educacao infantil;Creche;Pré-Escola;Total - findamental;Anos Iniciais fundamental;Anos Finais -fundamental;Ensino Médio;Educação Profissional;Educação de Jovens e Adultos (EJA);Educação Especial
Aldeia Katurama;Pataxó, Pataxo Há-Há-Há;São Joaquim de Bicas;MG;346,124;Regularizada;Dominial Indígena;;Não;2022;Sudeste;MG;3162922.0;São Joaquim de Bicas;Urbana;72,3;77,8;72,5;85,5;80,6;89,4;86,9;--;81,6;100
Aldeia Katurama;Pataxó, Pataxo Há-Há-Há;São Joaquim de Bicas;MG;346,124;Regularizada;Dominial Indígena;;Não;2022;Sudeste;MG;3162922.0;São Joaquim de Bicas;Rural;58,3;0;70;73,3;73,3;--;--;--;--;--
Aldeia Kondá;Kaingang;Chapecó;SC;2300;Encaminhada RI;Reserva Indígena;;Sim;2022;Sul;SC;4204202.0;Chapecó;Total;92,7;92,8;93,3;96;95,8;96,3;95,3;90,2;91,6;100
Aldeia Kondá;Kaingang;Chapecó;SC;2300;Encaminhada RI;Reserva Indígena;;Sim;2022;Sul;SC;4204202.0;Chapecó;Urbana;92,1;92,3;92,7;96,8;96,5;96,9;95,4;90,2;95,2;100
Aldeia Kondá;Kaingang;Chapecó;SC;2300;Encaminhada RI;Reserva Indígena;;Sim;2022;Sul;SC;4204202.0;Chapecó;Rural;97,9;100;97,2;89,3;88,7;91,3;92,1;--;40;--
Aldeia Limão Verde;Guarani Kaiowá;Amambai;MS;668,0796;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5000609.0;Amambai;Total;86,8;96,6;74,6;86,1;84,3;82,7;92,8;--;92,2;100
Aldeia Limão Verde;Guarani Kaiowá;Amambai;MS;668,0796;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5000609.0;Amambai;Urbana;94,6;96,5;89,8;95,5;95,8;95,8;94,4;--;100;100
Aldeia Limão Verde;Guarani Kaiowá;Amambai;MS;668,0796;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5000609.0;Amambai;Rural;43,5;100;40,9;68,5;65,5;59,1;85,2;--;81,5;--
Aldeia Velha;Pataxó;Porto Seguro;BA;1997,5526;Homologada;Tradicionalmente ocupada;;Não;2022;Nordeste;BA;2925303.0;Porto Seguro;Total;78,9;78;78,4;83,1;77;88,4;98,1;100;89,7;--
Aldeia Velha;Pataxó;Porto Seguro;BA;1997,5526;Homologada;Tradicionalmente ocupada;;Não;2022;Nordeste;BA;2925303.0;Porto Seguro;Urbana;78,5;73,4;80,6;85,1;77,7;92,6;99,1;100;93;--
Aldeia Velha;Pataxó;Porto Seguro;BA;1997,5526;Homologada;Tradicionalmente ocupada;;Não;2022;Nordeste;BA;2925303.0;Porto Seguro;Rural;79,3;85,9;75;80,3;75,8;83,6;88,2;--;85,9;--
Alto Sepatini;Apurinã;Lábrea;AM;26095,6979;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302405.0;Lábrea;Total;67,9;62,5;71,8;60,3;56,2;64,3;98,2;100;71,2;--
Alto Sepatini;Apurinã;Lábrea;AM;26095,6979;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302405.0;Lábrea;Urbana;68;62,5;72,2;83,8;73,3;97,4;100;100;100;--
Alto Sepatini;Apurinã;Lábrea;AM;26095,6979;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302405.0;Lábrea;Rural;66,7;--;66,7;35,5;30,7;40;95,9;--;32;--
Amambai;Guarani Kaiowá;Amambai;MS;2429,5454;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5000609.0;Amambai;Total;86,8;96,6;74,6;86,1;84,3;82,7;92,8;--;92,2;100
Amambai;Guarani Kaiowá;Amambai;MS;2429,5454;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5000609.0;Amambai;Urbana;94,6;96,5;89,8;95,5;95,8;95,8;94,4;--;100;100
Amambai;Guarani Kaiowá;Amambai;MS;2429,5454;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5000609.0;Amambai;Rural;43,5;100;40,9;68,5;65,5;59,1;85,2;--;81,5;--
Amanayé;Amanayé;Goianésia do Pará;PA;162856,81;Encaminhada RI;Reserva Indígena;;Não;2022;Norte;PA;1503093.0;Goianésia do Pará;Total;70,1;81,6;62,7;86,3;83,9;87,8;94,7;--;83;--
Amanayé;Amanayé;Goianésia do Pará;PA;162856,81;Encaminhada RI;Reserva Indígena;;Não;2022;Norte;PA;1503093.0;Goianésia do Pará;Urbana;82,5;84,4;80,6;94,3;89,5;97,8;94,7;--;100;--
Amanayé;Amanayé;Goianésia do Pará;PA;162856,81;Encaminhada RI;Reserva Indígena;;Não;2022;Norte;PA;1503093.0;Goianésia do Pará;Rural;47,1;66,7;42,9;75;71,1;77,5;--;--;76,9;--
Amaral/Tekoá Kuriy;Guarani Mbya;Biguaçu;SC;501,36;Encaminhada RI;Reserva Indígena;;Não;2022;Sul;SC;4202305.0;Biguaçu;Total;90,6;91,9;89,8;91,3;91,5;91;92,8;--;81,7;--
Amaral/Tekoá Kuriy;Guarani Mbya;Biguaçu;SC;501,36;Encaminhada RI;Reserva Indígena;;Não;2022;Sul;SC;4202305.0;Biguaçu;Urbana;89,7;91,4;88,4;92,9;92,8;93,4;95,7;--;98,2;--
Amaral/Tekoá Kuriy;Guarani Mbya;Biguaçu;SC;501,36;Encaminhada RI;Reserva Indígena;;Não;2022;Sul;SC;4202305.0;Biguaçu;Rural;100;100;100;79,4;80;76,7;41,7;--;25;--
Amba Porã;Guarani Mbya;Miracatu;SP;7204;Delimitada;Tradicionalmente ocupada;;Não;2022;Sudeste;SP;3529906.0;Miracatu;Total;82,7;56,5;93,1;92,7;93;91,8;97;--;75;71,4
Amba Porã;Guarani Mbya;Miracatu;SP;7204;Delimitada;Tradicionalmente ocupada;;Não;2022;Sudeste;SP;3529906.0;Miracatu;Urbana;80;57,9;93,5;95,5;93;97,1;97,3;--;100;83,3
Amba Porã;Guarani Mbya;Miracatu;SP;7204;Delimitada;Tradicionalmente ocupada;;Não;2022;Sudeste;SP;3529906.0;Miracatu;Rural;87,1;50;92,6;85,4;93;76,6;95,8;--;40;0
Anambé;Anambé;Moju;PA;7882,8329;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1504703.0;Moju;Total;88,6;95,3;85,8;92,2;88,8;93,8;99,4;--;82,7;--
Anambé;Anambé;Moju;PA;7882,8329;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1504703.0;Moju;Urbana;100;100;100;98,9;97,4;100;100;--;100;--
Anambé;Anambé;Moju;PA;7882,8329;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1504703.0;Moju;Rural;80,7;86,7;79,5;89,9;85,2;92,1;95,2;--;78,7;--
Ananás;Makuxí;Amajari;RR;1769,422;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RR;1400027.0;Amajari;Total;38;42,9;36,1;59;54,1;59,8;73;--;81,1;--
Ananás;Makuxí;Amajari;RR;1769,422;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RR;1400027.0;Amajari;Urbana;50;50;50;87,8;91,7;86,2;98;--;100;--
Ananás;Makuxí;Amajari;RR;1769,422;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RR;1400027.0;Amajari;Rural;35;40;33,3;52,7;46,8;54,1;51,7;--;75,9;--
Anaro;Wapixana;Amajari;RR;30473,9506;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RR;1400027.0;Amajari;Total;38;42,9;36,1;59;54,1;59,8;73;--;81,1;--
Anaro;Wapixana;Amajari;RR;30473,9506;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RR;1400027.0;Amajari;Urbana;50;50;50;87,8;91,7;86,2;98;--;100;--
Anaro;Wapixana;Amajari;RR;30473,9506;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RR;1400027.0;Amajari;Rural;35;40;33,3;52,7;46,8;54,1;51,7;--;75,9;--
Aningal;Makuxí;Amajari;RR;7627,0391;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RR;1400027.0;Amajari;Total;38;42,9;36,1;59;54,1;59,8;73;--;81,1;--
Aningal;Makuxí;Amajari;RR;7627,0391;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RR;1400027.0;Amajari;Urbana;50;50;50;87,8;91,7;86,2;98;--;100;--
Aningal;Makuxí;Amajari;RR;7627,0391;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RR;1400027.0;Amajari;Rural;35;40;33,3;52,7;46,8;54,1;51,7;--;75,9;--
Anta;Wapixana;Alto Alegre;RR;3173,8226;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RR;1400050.0;Alto Alegre;Total;64,3;71,4;59,5;59,2;65;56,8;79,8;--;69,2;--
Anta;Wapixana;Alto Alegre;RR;3173,8226;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RR;1400050.0;Alto Alegre;Urbana;87;91,7;76,9;84,1;74,2;93,8;90,6;--;92,3;--
Anta;Wapixana;Alto Alegre;RR;3173,8226;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RR;1400050.0;Alto Alegre;Rural;48,5;44,4;50;51,5;60,9;48,2;75,3;--;63,5;--
Anta;Wapixana;Alto Alegre;RR;3173,8226;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sudeste;SP;3501103.0;Alto Alegre;Total;66,7;33,3;100;100;100;100;92;--;--;100
Anta;Wapixana;Alto Alegre;RR;3173,8226;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sudeste;SP;3501103.0;Alto Alegre;Urbana;66,7;33,3;100;100;100;100;92;--;--;100
Anta;Wapixana;Alto Alegre;RR;3173,8226;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sul;RS;4300554.0;Alto Alegre;Total;100;100;100;96;90,9;100;100;--;--;--
Anta;Wapixana;Alto Alegre;RR;3173,8226;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sul;RS;4300554.0;Alto Alegre;Urbana;100;100;100;100;100;100;100;--;--;--
Anta;Wapixana;Alto Alegre;RR;3173,8226;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sul;RS;4300554.0;Alto Alegre;Rural;--;--;--;90;80;100;--;--;--;--
Apiaka/Kayabi;Apiaká,Kaiabi;Juara;MT;109245,3822;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5105101.0;Juara;Total;97,1;98,1;96,1;93,6;98,4;90,6;92,3;--;94,7;100
Apiaka/Kayabi;Apiaká,Kaiabi;Juara;MT;109245,3822;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5105101.0;Juara;Urbana;98;98,1;97,8;98,7;98,2;98,4;97,8;--;94,7;100
Apiaka/Kayabi;Apiaká,Kaiabi;Juara;MT;109245,3822;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5105101.0;Juara;Rural;83,3;--;83,3;80,9;100;76,7;82;--;--;--
Apiaká do Pontal e Isolados;Isolados,Apiaká;Apiacás;MT;982324;Delimitada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5100805.0;Apiacás;Total;58,3;40;71,4;73,9;93,1;61;84,8;--;100;100
Apiaká do Pontal e Isolados;Isolados,Apiaká;Apiacás;MT;982324;Delimitada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5100805.0;Apiacás;Urbana;58,3;40;71,4;87,2;96,2;77,3;95,5;--;100;100
Apiaká do Pontal e Isolados;Isolados,Apiaká;Apiacás;MT;982324;Delimitada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5100805.0;Apiacás;Rural;--;--;--;45,5;66,7;42,1;63,6;--;--;--
Apipica;Múra;Careiro da Várzea;AM;652,7562;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1301159.0;Careiro da Várzea;Total;97,3;100;97;94,3;89,5;96,4;100;100;96,9;--
Apipica;Múra;Careiro da Várzea;AM;652,7562;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1301159.0;Careiro da Várzea;Urbana;100;100;100;96,3;93,5;96,8;100;100;100;--
Apipica;Múra;Careiro da Várzea;AM;652,7562;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1301159.0;Careiro da Várzea;Rural;95,8;100;95,5;94;88,4;96,4;100;--;94,9;--
Apucarana;Kaingang;Londrina;PR;5574,945;Regularizada;Tradicionalmente ocupada;;Não;2022;Sul;PR;4113700.0;Londrina;Total;84,8;79,3;92,3;97,6;97;98,2;98;99,7;99,6;98,6
Apucarana;Kaingang;Londrina;PR;5574,945;Regularizada;Tradicionalmente ocupada;;Não;2022;Sul;PR;4113700.0;Londrina;Urbana;84,7;79,3;92,2;97,5;97;98,1;98,1;99,7;99,6;98,6
Apucarana;Kaingang;Londrina;PR;5574,945;Regularizada;Tradicionalmente ocupada;;Não;2022;Sul;PR;4113700.0;Londrina;Rural;100;--;100;100;100;100;97,1;--;100;--
Apurinã Igarapé Tauamirim;Apurinã;Tapauá;AM;96456,5072;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1304104.0;Tapauá;Total;64,1;63,4;66;49;51,1;48,3;100;100;67,9;--
Apurinã Igarapé Tauamirim;Apurinã;Tapauá;AM;96456,5072;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1304104.0;Tapauá;Urbana;72,8;70,3;76,1;97,7;96,4;100;100;100;100;--
Apurinã Igarapé Tauamirim;Apurinã;Tapauá;AM;96456,5072;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1304104.0;Tapauá;Rural;0;0;0;13,4;9,9;19,8;100;--;0;--
Apurinã do Igarapé Mucuim;Apurinã;Lábrea;AM;73350,6121;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302405.0;Lábrea;Total;67,9;62,5;71,8;60,3;56,2;64,3;98,2;100;71,2;--
Apurinã do Igarapé Mucuim;Apurinã;Lábrea;AM;73350,6121;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302405.0;Lábrea;Urbana;68;62,5;72,2;83,8;73,3;97,4;100;100;100;--
Apurinã do Igarapé Mucuim;Apurinã;Lábrea;AM;73350,6121;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302405.0;Lábrea;Rural;66,7;--;66,7;35,5;30,7;40;95,9;--;32;--
Apurinã do Igarapé São João;Apurinã;Tapauá;AM;18232,4221;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1304104.0;Tapauá;Total;64,1;63,4;66;49;51,1;48,3;100;100;67,9;--
Apurinã do Igarapé São João;Apurinã;Tapauá;AM;18232,4221;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1304104.0;Tapauá;Urbana;72,8;70,3;76,1;97,7;96,4;100;100;100;100;--
Apurinã do Igarapé São João;Apurinã;Tapauá;AM;18232,4221;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1304104.0;Tapauá;Rural;0;0;0;13,4;9,9;19,8;100;--;0;--
Apyterewa;Parakanã;São Félix do Xingu;PA;773470,0313;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1507300.0;São Félix do Xingu;Total;84;87,5;80,4;85,7;88,7;84,8;98,8;--;89,8;--
Apyterewa;Parakanã;São Félix do Xingu;PA;773470,0313;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1507300.0;São Félix do Xingu;Urbana;92,7;91,3;93;94,8;92;97,9;100;--;100;--
Apyterewa;Parakanã;São Félix do Xingu;PA;773470,0313;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1507300.0;São Félix do Xingu;Rural;69,7;73,7;69,4;78,7;84,5;77,4;97,5;--;85;--
Arara da Volta Grande do Xingu;Arara do Pará;Senador José Porfírio;PA;25524,5931;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1507805.0;Senador José Porfírio;Total;89,5;100;87,5;84;84,6;84,1;100;--;84,6;--
Arara da Volta Grande do Xingu;Arara do Pará;Senador José Porfírio;PA;25524,5931;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1507805.0;Senador José Porfírio;Urbana;100;100;100;93,8;97,1;90,3;100;--;88,9;--
Arara da Volta Grande do Xingu;Arara do Pará;Senador José Porfírio;PA;25524,5931;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1507805.0;Senador José Porfírio;Rural;77,8;100;77,8;79,3;75;82,2;--;--;75;--
Arara do Rio Amônia;Arara do Acre;Marechal Thaumaturgo;AC;20534,2205;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AC;1200351.0;Marechal Thaumaturgo;Total;48;63,6;35,7;53,5;69,6;49;100;--;88,9;--
Arara do Rio Amônia;Arara do Acre;Marechal Thaumaturgo;AC;20534,2205;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AC;1200351.0;Marechal Thaumaturgo;Urbana;70,3;73,9;64,3;84,7;82,4;88;100;--;100;--
Arara do Rio Amônia;Arara do Acre;Marechal Thaumaturgo;AC;20534,2205;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AC;1200351.0;Marechal Thaumaturgo;Rural;26,3;40;21,4;44,9;57,1;43,7;100;--;66,7;--
Araribá;Terena,Guarani Kaiowá;Avaí;SP;1930,3369;Regularizada;Tradicionalmente ocupada;;Não;2022;Sudeste;SP;3504305.0;Avaí;Total;83,3;100;76,9;75,3;85,7;70,9;70,2;--;50;--
Araribá;Terena,Guarani Kaiowá;Avaí;SP;1930,3369;Regularizada;Tradicionalmente ocupada;;Não;2022;Sudeste;SP;3504305.0;Avaí;Urbana;91,7;100;85,7;93;94,7;91,7;88,5;--;--;--
Araribá;Terena,Guarani Kaiowá;Avaí;SP;1930,3369;Regularizada;Tradicionalmente ocupada;;Não;2022;Sudeste;SP;3504305.0;Avaí;Rural;66,7;--;66,7;55,3;66,7;54,8;47,6;--;50;--
Araçá;Wapixana;Amajari;RR;50018,3;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RR;1400027.0;Amajari;Total;38;42,9;36,1;59;54,1;59,8;73;--;81,1;--
Araçá;Wapixana;Amajari;RR;50018,3;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RR;1400027.0;Amajari;Urbana;50;50;50;87,8;91,7;86,2;98;--;100;--
Araçá;Wapixana;Amajari;RR;50018,3;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RR;1400027.0;Amajari;Rural;35;40;33,3;52,7;46,8;54,1;51,7;--;75,9;--
Areões;Xavante;Água Boa;MT;218515;Regularizada;Tradicionalmente ocupada;;Não;2022;Sudeste;MG;3100609.0;Água Boa;Total;96,3;100;94,4;95,6;95,4;96,2;95,7;--;93,2;100
Areões;Xavante;Água Boa;MT;218515;Regularizada;Tradicionalmente ocupada;;Não;2022;Sudeste;MG;3100609.0;Água Boa;Urbana;95,2;100;91,7;99,1;97,9;100;100;--;98;100
Areões;Xavante;Água Boa;MT;218515;Regularizada;Tradicionalmente ocupada;;Não;2022;Sudeste;MG;3100609.0;Água Boa;Rural;100;--;100;88,2;88,9;89,7;70;--;70;--
Areões;Xavante;Água Boa;MT;218515;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5100201.0;Água Boa;Total;91,7;95,9;90;93,9;92,6;92,2;96,7;--;96,7;30,8
Areões;Xavante;Água Boa;MT;218515;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5100201.0;Água Boa;Urbana;94,7;95,8;95,7;96,7;97,4;96,2;96,1;--;96,7;30,8
Areões;Xavante;Água Boa;MT;218515;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5100201.0;Água Boa;Rural;71,4;100;69,2;84,4;68,8;83,3;100;--;--;--
Ariramba;Múra;Manicoré;AM;10357,5323;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302702.0;Manicoré;Total;83,4;81,1;85,7;78,5;77,4;78,3;91;100;79,6;100
Ariramba;Múra;Manicoré;AM;10357,5323;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302702.0;Manicoré;Urbana;90,5;85,2;98,3;100;100;100;100;100;97,6;100
Ariramba;Múra;Manicoré;AM;10357,5323;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302702.0;Manicoré;Rural;72,1;68;73,8;67,7;58,5;70,2;87,1;--;67,2;--
Arroio-Korá;Guarani Kaiowá;Paranhos;MS;7175,7747;Homologada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5006358.0;Paranhos;Total;69,6;100;41,7;66,1;54;80,7;95,3;--;100;87,5
Arroio-Korá;Guarani Kaiowá;Paranhos;MS;7175,7747;Homologada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5006358.0;Paranhos;Urbana;100;100;100;97,6;96,2;100;95,3;--;100;87,5
Arroio-Korá;Guarani Kaiowá;Paranhos;MS;7175,7747;Homologada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5006358.0;Paranhos;Rural;4,5;--;4,5;38,9;23,3;64,4;--;--;--;--
Avá-Guarani do Ocoí;Guarani Kaiowá;São Miguel do Iguaçu;PR;231,887;Regularizada;Reserva Indígena;;Sim;2022;Sul;PR;4125704.0;São Miguel do Iguaçu;Total;82,5;83,4;79,6;88,2;79,4;95,3;98,2;--;100;100
Avá-Guarani do Ocoí;Guarani Kaiowá;São Miguel do Iguaçu;PR;231,887;Regularizada;Reserva Indígena;;Sim;2022;Sul;PR;4125704.0;São Miguel do Iguaçu;Urbana;83,5;83,4;83,8;92,6;87,6;97,2;99,3;--;100;100
Avá-Guarani do Ocoí;Guarani Kaiowá;São Miguel do Iguaçu;PR;231,887;Regularizada;Reserva Indígena;;Sim;2022;Sul;PR;4125704.0;São Miguel do Iguaçu;Rural;66,7;--;66,7;70,3;56,8;84,6;92;--;--;--
Bacurizinho;Guajá ;Grajaú;MA;134040;Declarada;Tradicionalmente ocupada;Reestudo;Não;2022;Nordeste;MA;2104800.0;Grajaú;Total;50,6;47,4;52;56,2;54,1;59,7;70,9;95,8;50,5;--
Bacurizinho;Guajá ;Grajaú;MA;134040;Declarada;Tradicionalmente ocupada;Reestudo;Não;2022;Nordeste;MA;2104800.0;Grajaú;Urbana;57;50,8;59,5;78,8;71,1;88;91,3;95,8;88,5;--
Bacurizinho;Guajá ;Grajaú;MA;134040;Declarada;Tradicionalmente ocupada;Reestudo;Não;2022;Nordeste;MA;2104800.0;Grajaú;Rural;35,6;35,3;36,8;30,8;30,2;33,6;42,6;--;33,3;--
Bacurizinho;Guajá ;Grajaú;MA;82432,4931;Regularizada;Tradicionalmente ocupada;;Não;2022;Nordeste;MA;2104800.0;Grajaú;Total;50,6;47,4;52;56,2;54,1;59,7;70,9;95,8;50,5;--
Bacurizinho;Guajá ;Grajaú;MA;82432,4931;Regularizada;Tradicionalmente ocupada;;Não;2022;Nordeste;MA;2104800.0;Grajaú;Urbana;57;50,8;59,5;78,8;71,1;88;91,3;95,8;88,5;--
